917.81	49.15	745.16	94.592	6.374	0.01
930.14	48.376	756.41	92.09	6.1115	0.01
941.15	47.34	767.64	89.557	5.833	0.01
950.01	46.088	778.93	86.945	5.5441	0.01
956.2	44.675	790.32	84.218	5.2469	0.01
959.52	43.166	801.82	81.354	4.9404	0.01
960.07	41.626	813.42	78.346	4.6209	1.2165
958.28	40.122	825.1	75.203	4.283	2.5294
954.79	38.717	836.77	71.945	3.9207	3.1757
950.4	37.466	848.36	68.607	3.5289	2.9136
945.95	36.412	859.75	65.231	3.104	1.3661
942.23	35.59	870.81	61.869	2.6456	1.8137
939.91	35.02	881.39	58.575	2.1567	2.8961
939.43	34.711	891.32	55.41	1.644	0.89425
940.98	34.658	900.44	52.43	1.1178	0.01
944.46	34.845	908.58	49.691	0.59145	0.01
949.49	35.249	915.58	47.243	0.079872	1.0196
955.47	35.836	921.27	45.127	0.01	4.4193
961.59	36.569	925.51	43.378	0.01	2.9546
966.92	37.407	928.16	42.017	0.01	0.01
970.49	38.308	929.13	41.056	0.01	0.01
971.35	39.23	928.31	40.495	0.01	2.1477
968.65	40.135	925.64	40.323	0.01	2.3687
961.7	40.989	921.08	40.516	0.01	1.6098
949.99	41.761	914.62	41.042	0.01	1.7158
