919.77	51.587	70.448	829.51	0.23616	0.01
919	52.176	68.193	842.5	0.01	2.6133
918.69	52.669	66.815	853.57	0.01	8.5857
918.92	53.039	66.194	862.78	0.01	0.01
919.75	53.265	66.177	870.21	0.01	0.01
921.2	53.33	66.585	876.02	0.01	0.01
923.26	53.225	67.229	880.41	0.01	3.7874
925.89	52.943	67.923	883.61	0.01	5.0405
929.02	52.487	68.496	885.89	0.01	0.01
932.53	51.861	68.805	887.53	0.01	0.01
936.3	51.077	68.74	888.83	0.01	3.5781
940.16	50.148	68.235	890.06	0.01	0.01
943.95	49.094	67.265	891.49	0.01	0.68628
947.47	47.935	65.849	893.34	0.01	3.6489
950.52	46.697	64.04	895.79	0.01	0.17249
952.91	45.403	61.925	898.99	1.1562	4.2397
954.44	44.082	59.61	903	5.1823	1.5026
954.9	42.758	57.212	907.83	9.3266	2.4667
954.12	41.458	54.848	913.44	9.337	7.3372
951.93	40.208	52.628	919.71	4.1752	5.3491
948.19	39.028	50.641	926.46	0.01	8.5461
